20140401093550700,700,A,1318227,0,545,5000
20140401093550700,700,M,1318227,0,,4400
20140401093550700,700,D,229059,1,,
20140401093550700,700,M,1318227,0,,4300
20140401093550700,700,D,298003,1,,
20140401093550700,700,M,1318227,0,,4100
20140401093550700,700,D,325251,1,,
20140401093550700,700,M,1318227,0,,3900
20140401093550700,700,D,326323,1,,
20140401093550700,700,M,1318227,0,,3800
20140401093550700,700,D,362787,1,,
20140401093550700,700,D,1318227,0,,
20140401093550700,700,M,371011,1,,1200
20140401093550700,700,D,1289715,0,,
20140401093551000,700,A,1318963,1,545.5,1600
20140401093551100,700,D,1217667,0,,
20140401093551100,700,A,1319267,0,544.5,200
20140401093551400,700,A,1320227,0,545,200
20140401093551400,700,D,1320227,0,,
20140401093551400,700,M,371011,1,,1000
20140401093551800,700,D,1261619,1,,
20140401093551800,700,D,1261763,1,,
20140401093551800,700,A,1321507,0,546.5,1500
20140401093551800,700,M,1321507,0,,500
20140401093551800,700,D,371011,1,,
20140401093551800,700,M,1321507,0,,300
20140401093551800,700,D,437347,1,,
20140401093551800,700,M,1321507,0,,100
20140401093551800,700,D,440547,1,,
20140401093551800,700,D,1321507,0,,
20140401093551800,700,M,471091,1,,400
20140401093551900,700,M,1301827,0,,300
20140401093552300,700,D,1305763,0,,
20140401093552300,700,A,1322867,0,545.5,100
20140401093552300,700,D,1322867,0,,
20140401093552300,700,M,471091,1,,300
20140401093552300,700,A,1322915,0,545,1000
20140401093552300,700,M,1322915,0,,700
20140401093552300,700,D,471091,1,,
20140401093552300,700,M,1322915,0,,500
20140401093552300,700,D,512035,1,,
20140401093552300,700,M,1322915,0,,400
20140401093552300,700,D,627987,1,,
20140401093552300,700,M,1322915,0,,300
20140401093552300,700,D,697987,1,,
20140401093552300,700,M,1322915,0,,200
20140401093552300,700,D,1043171,1,,
20140401093552300,700,M,1322915,0,,100
20140401093552300,700,D,1135699,1,,
20140401093552300,700,D,1322915,0,,
20140401093552300,700,M,1156339,1,,1900
20140401093552300,700,A,1322931,0,545,1800
20140401093552300,700,D,1322931,0,,
20140401093552300,700,M,1156339,1,,100
20140401093552300,700,D,1283043,1,,
20140401093552300,700,A,1322947,1,546,2000
20140401093552800,700,A,1324115,0,545,100
20140401093552800,700,D,1324115,0,,
20140401093552800,700,D,1156339,1,,
20140401093553700,700,A,1326611,0,545,1000
20140401093553700,700,M,1326611,0,,500
20140401093553700,700,D,1233411,1,,
20140401093553700,700,M,1326611,0,,100
20140401093553700,700,D,1271875,1,,
20140401093553700,700,D,1326611,0,,
20140401093553700,700,M,1280547,1,,300
20140401093553700,700,A,1326627,0,545,1700
20140401093553700,700,M,1326627,0,,1400
20140401093553700,700,D,1280547,1,,
20140401093553700,700,M,1326627,0,,200
20140401093553700,700,D,1303875,1,,
20140401093553700,700,D,1326627,0,,
20140401093553700,700,D,1307187,1,,
20140401093553700,700,A,1326659,0,545,100
20140401093553700,700,A,1326691,1,555,100
20140401093553700,700,D,1303171,1,,
20140401093553700,700,D,1305187,1,,
20140401093553700,700,D,1294979,0,,
20140401093553700,700,A,1326883,0,545,100
20140401093553700,700,A,1326899,1,547.5,100
20140401093553700,700,A,1326915,1,546.5,100
20140401093553700,700,D,1318963,1,,
20140401093553700,700,D,1303923,0,,
20140401093553800,700,A,1327203,1,546,100
20140401093553800,700,A,1327635,1,545.5,100
20140401093554200,700,A,1328643,0,544.5,1600
20140401093554400,700,A,1328931,1,545,100
20140401093554400,700,D,1326659,0,,
20140401093554400,700,D,1328931,1,,
20140401093554500,700,A,1329187,1,548,1200
20140401093554600,700,A,1329379,1,546,100
20140401093555700,700,A,1333091,0,544.5,1400
20140401093555700,700,A,1333107,1,546,200
20140401093555700,700,A,1333123,1,545.5,100
20140401093555800,700,A,1333395,0,545,1000
20140401093555800,700,A,1333491,1,546,200
20140401093555800,700,A,1333507,1,545.5,1000
20140401093555900,700,A,1333523,1,545.5,1700
20140401093555900,700,D,1275587,0,,
20140401093555900,700,A,1333539,0,544.5,2000
20140401093556200,700,A,1334515,1,546,100
20140401093556500,700,A,1335171,1,545,600
20140401093556500,700,D,1326883,0,,
20140401093556500,700,M,1335171,1,,500
20140401093556500,700,M,1333395,0,,500
20140401093556500,700,D,1335171,1,,
20140401093556500,700,A,1335251,0,545,100
20140401093556500,700,A,1335379,0,545,100
20140401093556500,700,D,1270131,0,,
20140401093556600,700,D,1053507,0,,
20140401093556600,700,A,1335491,0,545,100
20140401093557100,700,D,1307475,0,,
20140401093557100,700,A,1336659,0,544.5,100
20140401093557200,700,A,1336803,1,545.5,2000
20140401093557500,700,A,1337523,0,544,200
20140401093557500,700,A,1337683,0,544.5,500
20140401093557700,700,D,1290947,0,,
20140401093557700,700,D,1290931,0,,
20140401093557700,700,A,1338067,0,544.5,200
20140401093557700,700,A,1338131,0,547,100
20140401093557700,700,D,1338131,0,,
20140401093557700,700,M,210179,1,,900
20140401093557900,700,A,1338851,1,555,300
20140401093558000,700,A,1339043,0,544,600
20140401093558200,700,A,1339475,0,544.5,200
20140401093558500,700,A,1340067,1,545,400
20140401093558500,700,M,1333395,0,,100
